Time, gx1, gy1, gz1, gx2, gy2, gz2, ax1, ay1, az1, ax2, ay2, az2
46822, 5.16, 0.95, 60.76, 3.77, 3.54, 52.36, 0.24, -1.02, 0.03, -0.11, -1.02, 0.05, 
46829, 5.04, 0.61, 54.01, 4.62, 3.54, 55.07, 0.24, -1.02, 0.00, -0.11, -1.02, 0.05, 
46837, 3.91, 0.81, 47.48, 5.08, 3.32, 57.15, 0.24, -1.02, 0.00, -0.10, -1.03, 0.02, 
46844, 3.58, 0.01, 40.89, 4.90, 3.39, 60.02, 0.24, -1.02, -0.00, -0.09, -1.03, 0.02, 
46852, 3.74, -0.02, 34.49, 4.20, 3.59, 62.32, 0.23, -1.03, 0.02, -0.07, -1.03, 0.03, 
46860, 2.63, 0.37, 27.86, 4.66, 3.52, 64.32, 0.22, -1.04, 0.01, -0.08, -1.03, 0.04, 
46866, 2.20, 0.27, 21.78, 5.21, 4.10, 66.08, 0.22, -1.04, 0.01, -0.06, -1.03, 0.03, 
46875, 2.01, -0.26, 15.89, 5.33, 4.03, 68.05, 0.21, -1.04, 0.02, -0.06, -1.02, 0.05, 
46882, 1.17, -2.47, 9.96, 5.62, 3.61, 69.32, 0.20, -1.05, 0.03, -0.04, -1.03, 0.02, 
46889, 1.15, -6.66, 4.37, 5.29, 3.54, 71.00, 0.18, -1.05, 0.01, -0.02, -1.02, 0.04, 
46897, 1.48, -8.17, -0.74, 6.67, 3.13, 71.93, 0.17, -1.07, 0.04, -0.02, -1.02, 0.04, 
46904, 0.74, -5.47, -5.62, 6.53, 3.26, 73.13, 0.16, -1.06, 0.04, -0.00, -1.02, 0.04, 
46912, 0.33, -4.87, -10.19, 6.13, 3.55, 73.69, 0.14, -1.07, 0.02, 0.00, -1.03, 0.02, 
46920, 0.96, -5.85, -14.54, 5.29, 2.98, 74.32, 0.13, -1.09, 0.04, -0.04, -1.04, 0.04, 
46926, 0.54, -9.65, -18.18, 4.99, 3.17, 74.91, 0.12, -1.07, 0.05, 0.03, -1.02, 0.05, 
46935, 0.60, -11.77, -21.91, 5.64, 2.89, 74.78, 0.09, -1.07, 0.04, 0.03, -1.01, 0.04, 
46942, 0.90, -17.87, -24.95, 5.02, 4.15, 74.44, 0.08, -1.07, 0.04, 0.04, -1.01, 0.04, 
46949, 1.19, -18.41, -27.31, 5.24, 3.65, 74.42, -0.02, -1.08, 0.02, 0.06, -1.02, 0.01, 
46958, 0.25, -0.82, -29.30, 4.16, 2.40, 73.90, 0.07, -1.07, 0.04, 0.08, -1.01, 0.07, 
46964, 2.98, -0.42, -31.05, 5.85, 4.23, 72.42, -0.04, -1.08, 0.07, 0.08, -1.02, 0.02, 
46973, 1.85, 2.83, -32.18, 4.54, 2.28, 71.25, 0.02, -1.08, 0.06, 0.09, -1.00, 0.10, 
46981, 1.08, 0.09, -32.85, 6.11, 4.07, 70.06, -0.05, -1.07, 0.04, 0.10, -1.02, 0.04, 
46987, 2.61, -1.71, -32.93, 4.15, 3.79, 68.29, -0.03, -1.07, 0.07, 0.12, -1.02, 0.01, 
46996, 1.86, -0.74, -32.94, 5.16, 3.68, 66.08, -0.07, -1.06, 0.04, 0.13, -1.01, 0.02, 
47003, 1.43, 3.56, -32.44, 5.03, 2.64, 64.15, -0.06, -1.05, 0.04, 0.14, -1.02, 0.03, 
47010, 2.40, -0.90, -31.20, 3.68, 4.47, 61.80, -0.12, -1.05, 0.02, 0.16, -1.01, 0.03, 
47019, 1.25, 1.82, -29.58, 4.05, 2.96, 59.20, -0.10, -1.04, 0.03, 0.16, -1.01, 0.04, 
47025, 1.23, -0.76, -27.83, 3.08, 4.10, 56.53, -0.14, -1.03, 0.02, 0.17, -1.00, 0.05, 
47034, 1.35, 2.68, -25.59, 4.61, 3.75, 53.46, -0.14, -1.03, 0.03, 0.18, -1.01, 0.02, 
47041, 0.71, 0.46, -23.12, 4.19, 3.29, 50.33, -0.15, -1.02, 0.03, 0.18, -1.01, 0.02, 
47048, 0.21, -1.24, -20.24, 4.02, 2.50, 45.12, -0.17, -1.02, 0.02, 0.19, -1.01, 0.03, 
47056, 0.12, -0.62, -17.21, 4.04, 2.49, 43.15, -0.18, -1.01, 0.03, 0.19, -1.01, 0.03, 
47064, -0.10, 0.81, -14.13, 3.73, 3.40, 39.50, -0.19, -1.01, 0.03, 0.14, -1.01, 0.03, 
47071, -0.41, 2.01, -10.66, 3.60, 2.85, 35.94, -0.18, -1.00, 0.04, 0.21, -1.01, 0.03, 
47079, -0.75, -0.95, -6.37, 3.68, 2.97, 32.33, -0.19, -0.99, 0.03, 0.22, -1.00, 0.02, 
47086, -1.25, -1.60, -2.56, 3.84, 2.14, 28.39, -0.20, -0.99, 0.02, 0.22, -1.01, 0.01, 
47095, -0.95, -0.85, 1.19, 3.17, 2.41, 24.50, -0.21, -0.98, 0.03, 0.22, -1.01, 0.04, 
47102, -1.14, 0.61, 5.19, 3.68, 2.48, 20.33, -0.20, -0.99, 0.04, 0.27, -0.99, 0.09, 
47109, -1.77, -0.20, 9.20, 3.61, 2.70, 16.38, -0.21, -0.98, 0.03, 0.23, -1.00, 0.03, 
47117, -1.58, -1.71, 13.15, 2.96, 2.44, 12.07, -0.21, -0.98, 0.04, 0.23, -1.00, 0.04, 
47125, -1.89, -2.16, 16.98, 4.08, 1.94, 7.96, -0.21, -0.98, 0.03, 0.22, -1.00, 0.04, 
47131, -1.71, -1.37, 20.89, 3.49, 2.14, 3.41, -0.21, -0.98, 0.04, 0.23, -1.00, 0.03, 
47140, -1.50, 2.44, 24.84, 3.12, 1.69, -0.60, -0.19, -0.98, 0.05, 0.23, -1.00, 0.03, 
47147, -1.69, 2.74, 28.60, 2.54, 1.64, -4.41, -0.19, -0.99, 0.03, 0.22, -1.01, 0.02, 
47155, -1.68, 3.12, 32.18, 2.07, 1.90, -8.44, -0.17, -0.99, 0.04, 0.23, -1.00, 0.03, 
47163, -0.91, 0.10, 35.48, 2.21, 1.76, -12.34, -0.18, -1.00, 0.04, 0.22, -1.00, 0.04, 
47169, -1.50, 2.40, 38.35, 2.40, 1.56, -16.13, -0.16, -1.00, 0.04, 0.22, -1.00, 0.04, 
47178, -0.74, 1.06, 41.80, 2.15, 1.37, -19.56, -0.15, -1.00, 0.04, 0.22, -1.01, 0.03, 
47186, -0.36, 0.10, 44.29, 2.19, 1.45, -23.22, -0.14, -1.01, 0.03, 0.21, -1.01, 0.03, 
47192, -0.29, 3.55, 46.64, 1.65, 1.43, -26.61, -0.14, -1.01, 0.04, 0.21, -1.00, 0.04, 
47201, -0.26, 7.06, 48.76, 1.88, 1.12, -29.97, -0.11, -1.01, 0.04, 0.20, -1.01, 0.03, 
47208, -0.04, 6.44, 50.58, 2.48, 1.28, -33.85, -0.10, -1.02, 0.03, 0.19, -1.01, 0.02, 
47216, 0.23, 5.90, 51.69, 2.54, 0.95, -36.78, -0.09, -1.03, 0.03, 0.18, -1.01, 0.02, 
47224, 0.87, 9.89, 52.49, 2.48, 0.14, -39.33, -0.08, -1.03, 0.04, 0.17, -1.01, 0.04, 
47230, 1.36, 16.88, 53.38, 2.10, 0.34, -42.18, -0.06, -1.03, 0.03, 0.18, -1.01, 0.04, 
47239, 1.52, 24.46, 53.56, 2.69, 0.84, -44.38, -0.04, -1.04, 0.01, 0.17, -1.01, 0.03, 
47246, 1.90, 28.81, 53.12, 1.66, 0.84, -46.32, 0.01, -1.05, -0.01, 0.15, -1.00, 0.04, 
47253, 3.16, 5.68, 52.06, 2.00, 2.20, -49.00, 0.02, -1.05, 0.01, 0.15, -1.01, 0.03, 
47262, 1.68, 0.32, 51.15, 2.34, -1.74, -50.36, 0.07, -1.03, 0.06, 0.14, -1.01, 0.05, 
47268, 1.52, -5.36, 49.27, 2.57, 0.11, -52.05, 0.01, -1.05, 0.01, 0.14, -1.01, 0.04, 
47277, 1.89, 3.14, 47.44, 3.01, -1.05, -53.42, 0.07, -1.05, 0.07, 0.11, -1.02, 0.04, 
47284, 3.16, 5.74, 44.73, 2.31, 1.50, -54.90, 0.08, -1.05, 0.04, 0.12, -1.02, 0.03, 
47291, 2.32, 6.87, 41.72, 1.58, 0.48, -55.69, 0.11, -1.05, 0.01, 0.11, -1.01, 0.04, 
47299, 2.65, 2.81, 38.42, 1.79, 0.14, -56.75, 0.12, -1.04, 0.01, 0.10, -1.02, 0.06, 
47307, 3.31, 1.05, 34.91, 2.94, -0.72, -56.95, 0.13, -1.04, 0.03, 0.09, -1.02, 0.03, 
47313, 2.99, 1.37, 30.65, 3.04, -0.49, -57.33, 0.14, -1.04, 0.03, 0.08, -1.02, 0.03, 
47322, 3.25, 3.57, 26.02, 2.04, 0.07, -57.42, 0.16, -1.03, 0.02, 0.07, -1.02, 0.05, 
47328, 4.17, 6.37, 21.36, 1.88, 0.46, -57.44, 0.18, -1.04, 0.03, 0.06, -1.02, 0.04, 
47337, 4.39, 5.69, 16.15, 2.31, 0.47, -57.31, 0.20, -1.04, 0.04, 0.04, -1.02, 0.04, 
47344, 3.39, 1.65, 10.53, 3.29, 0.05, -56.94, 0.20, -1.03, 0.02, 0.05, -1.03, 0.04, 
47351, 4.03, 0.60, 4.88, 3.07, -0.81, -56.32, 0.21, -1.02, 0.02, 0.03, -1.02, 0.03, 
47359, 4.80, 1.88, -0.96, 2.20, -0.07, -55.34, 0.22, -1.02, 0.04, 0.03, -1.03, 0.02, 
47367, 4.35, 4.33, -7.04, 2.35, 0.53, -54.71, 0.22, -1.02, 0.02, 0.02, -1.02, 0.04, 
47373, 4.48, 5.64, -13.42, 2.70, 0.38, -53.91, 0.24, -1.02, 0.02, 0.01, -1.02, 0.04, 
47382, 5.31, 4.79, -19.98, 3.15, -0.13, -52.79, 0.25, -1.01, 0.03, 0.00, -1.02, 0.05, 
47388, 4.86, 0.88, -26.76, 3.06, -0.61, -51.15, 0.25, -1.01, 0.04, -0.01, -1.02, 0.04, 
47397, 4.80, -1.93, -33.50, 2.17, 0.22, -49.65, 0.24, -1.01, 0.02, -0.02, -1.02, 0.04, 
47405, 4.96, 1.17, -40.18, 2.63, 0.15, -48.11, 0.26, -1.01, 0.04, -0.02, -1.02, 0.04, 
47411, 5.06, 0.98, -47.18, 2.65, 0.62, -46.56, 0.25, -1.00, 0.05, -0.03, -1.03, 0.03, 
47420, 4.58, 0.99, -54.75, 3.06, -0.12, -44.82, 0.25, -1.01, 0.02, -0.04, -1.02, 0.05, 
47428, 4.66, -1.59, -61.59, 3.40, 0.25, -42.80, 0.24, -1.01, 0.02, -0.04, -1.03, 0.03, 
47435, 5.37, -0.01, -68.35, 3.26, -0.08, -41.02, 0.24, -1.01, 0.02, -0.03, -1.03, 0.03, 
47443, 4.69, 0.30, -74.72, 3.19, 0.67, -39.03, 0.24, -1.01, 0.03, -0.05, -1.03, 0.04, 
47450, 4.69, 0.94, -81.29, 2.81, 0.79, -37.03, 0.23, -1.02, 0.03, -0.06, -1.02, 0.04, 
47459, 3.57, -0.25, -88.36, 3.12, 0.73, -35.13, 0.22, -1.02, 0.03, -0.06, -1.03, 0.04, 
47466, 3.99, -0.92, -94.43, 3.45, 0.40, -33.04, 0.22, -1.02, 0.03, -0.07, -1.03, 0.05, 
47473, 3.79, -6.16, -100.35, 4.34, 0.71, -30.96, 0.22, -1.03, 0.03, -0.07, -1.03, 0.03, 
47482, 3.73, -13.20, -105.85, 4.13, 0.53, -28.85, 0.20, -1.02, 0.01, -0.06, -1.04, -0.01, 
47490, 4.52, -12.69, -111.63, 3.56, -0.10, -26.76, 0.14, -1.03, 0.04, -0.07, -1.02, 0.03, 
47497, 3.49, -4.41, -116.58, 3.55, 0.57, -24.71, 0.16, -1.04, 0.03, -0.09, -1.02, 0.07, 
47506, 3.07, 3.39, -121.73, 4.01, 1.72, -22.93, 0.15, -1.04, 0.02, -0.08, -1.03, 0.03, 
47513, 4.06, -1.12, -125.62, 4.52, 1.47, -21.16, 0.14, -1.05, 0.04, -0.08, -1.03, 0.04, 
47520, 2.43, -7.41, -129.40, 4.27, 0.41, -18.98, 0.12, -1.05, 0.03, -0.09, -1.03, 0.04, 
47529, 2.48, -16.43, -132.62, 3.75, 0.31, -17.47, 0.08, -1.05, 0.03, -0.09, -1.02, 0.05, 
47537, 2.49, -17.82, -135.93, 3.95, 0.82, -15.93, 0.04, -1.05, 0.02, -0.10, -1.03, 0.04, 
47544, 3.40, 2.72, -137.76, 4.31, 0.18, -14.27, 0.04, -1.05, 0.03, -0.10, -1.02, 0.06, 
47552, 3.36, -0.23, -139.55, 4.33, 2.20, -13.34, 0.04, -1.08, 0.04, -0.09, -1.03, 0.02, 
47559, 1.02, 4.24, -140.75, 2.96, 1.15, -11.88, 0.02, -1.05, 0.03, -0.10, -1.03, 0.04, 
47568, 2.94, -2.97, -141.59, 3.64, 1.37, -10.64, -0.05, -1.06, 0.03, -0.09, -1.05, 0.04, 
47576, 1.71, -0.72, -141.51, 4.03, 0.96, -9.64, -0.06, -1.06, 0.02, -0.10, -1.03, 0.04, 
47583, 0.97, 0.33, -140.67, 4.31, 1.30, -8.96, -0.08, -1.05, 0.03, -0.10, -1.03, 0.04, 
47591, 1.90, 1.01, -139.68, 4.30, 1.31, -8.44, -0.11, -1.05, 0.04, -0.09, -1.03, 0.03, 
47599, 0.71, -0.14, -137.87, 3.27, 1.15, -7.80, -0.12, -1.05, 0.04, -0.10, -1.03, 0.04, 
47606, 0.85, -1.56, -135.70, 3.19, 1.34, -7.41, -0.15, -1.04, 0.05, -0.10, -1.03, 0.04, 
47615, 1.34, 0.44, -132.74, 3.51, 1.46, -7.37, -0.17, -1.04, 0.04, -0.09, -1.03, 0.04, 
47623, 0.83, 0.21, -129.19, 3.75, 1.57, -7.33, -0.19, -1.03, 0.04, -0.10, -1.03, 0.03, 
47629, 0.33, -3.34, -125.59, 3.19, 1.33, -6.99, -0.20, -1.02, 0.04, -0.10, -1.03, 0.03, 
47638, 0.92, -6.39, -121.35, 3.04, 1.38, -6.96, -0.23, -1.02, 0.04, -0.10, -1.03, 0.04, 
47646, 0.86, -3.32, -116.17, 2.66, 1.44, -7.46, -0.25, -1.01, 0.04, -0.10, -1.03, 0.04, 
47653, 0.49, 0.56, -110.98, 2.99, 2.00, -7.94, -0.26, -1.00, 0.03, -0.10, -1.03, 0.04, 
47661, 0.98, 0.23, -105.77, 2.52, 1.70, -8.21, -0.27, -0.99, 0.04, -0.10, -1.03, 0.03, 
47668, 0.64, -1.89, -99.91, 2.25, 1.68, -8.53, -0.28, -0.99, 0.04, -0.10, -1.03, 0.04, 
47677, 0.46, -5.80, -92.86, 2.49, 1.56, -9.09, -0.29, -0.98, 0.03, -0.10, -1.03, 0.04, 
47685, 0.55, -11.23, -86.70, 2.72, 1.89, -9.77, -0.31, -0.98, 0.03, -0.10, -1.03, 0.04, 
47691, 1.07, -10.70, -80.06, 2.43, 1.69, -10.41, -0.34, -0.96, 0.05, -0.10, -1.03, 0.03, 
47700, 1.88, -0.53, -73.15, 4.44, 1.47, -10.77, -0.33, -0.97, 0.05, -0.10, -1.03, 0.04, 
47708, 0.32, 2.20, -65.09, 2.03, 1.79, -11.39, -0.34, -0.95, 0.02, -0.11, -1.03, 0.04, 
47715, 1.14, 1.51, -58.11, 2.39, 1.65, -12.01, -0.34, -0.95, 0.03, -0.11, -1.03, 0.04, 
47724, 1.52, 0.50, -50.64, 2.63, 1.49, -12.75, -0.35, -0.95, 0.04, -0.11, -1.03, 0.03, 
47731, 0.53, -0.24, -43.11, 2.09, 1.30, -13.02, -0.35, -0.94, 0.02, -0.11, -1.02, 0.05, 
47738, 0.84, -0.56, -34.74, 2.15, 1.53, -13.68, -0.36, -0.95, 0.03, -0.12, -1.02, 0.04, 
47747, 1.17, 0.52, -26.96, 2.30, 1.48, -14.46, -0.36, -0.94, 0.03, -0.11, -1.02, 0.04, 
47754, 0.79, 1.57, -19.36, 2.79, 1.57, -15.00, -0.36, -0.94, 0.02, -0.12, -1.03, 0.04, 
47762, 0.88, 1.89, -11.94, 2.62, 1.89, -15.50, -0.35, -0.94, 0.02, -0.12, -1.03, 0.04, 
47770, 0.69, 1.23, -3.26, 2.62, 1.37, -15.80, -0.35, -0.94, 0.02, -0.12, -1.03, 0.04, 
47777, 0.72, 1.05, 3.94, 3.12, 1.44, -16.46, -0.35, -0.95, 0.02, -0.13, -1.03, 0.04, 
47785, 0.58, 1.54, 11.17, 3.53, 1.28, -16.89, -0.34, -0.95, 0.02, -0.13, -1.03, 0.04, 
47793, 0.61, 2.27, 18.59, 2.81, 1.46, -16.84, -0.34, -0.95, 0.02, -0.13, -1.02, 0.04, 
47800, -0.18, 2.23, 25.63, 3.19, 1.46, -17.22, -0.33, -0.95, 0.02, -0.14, -1.02, 0.04, 
47808, -0.09, 2.09, 32.58, 2.92, 1.41, -17.27, -0.32, -0.96, 0.02, -0.14, -1.02, 0.04, 
47816, -0.08, 2.06, 38.96, 3.06, 1.23, -17.34, -0.31, -0.97, 0.02, -0.14, -1.02, 0.04, 
47823, -0.51, 1.58, 46.39, 3.38, 1.11, -17.52, -0.30, -0.97, 0.02, -0.15, -1.02, 0.04, 
47831, -0.39, 1.89, 52.89, 3.40, 1.23, -17.28, -0.30, -0.97, 0.02, -0.15, -1.02, 0.04, 
47838, -0.62, 3.36, 58.58, 3.17, 1.17, -17.09, -0.29, -0.98, 0.03, -0.15, -1.02, 0.04, 
47847, -0.74, 5.54, 64.29, 3.51, 1.48, -16.54, -0.26, -0.99, 0.02, -0.16, -1.02, 0.05, 
47855, -0.97, 5.58, 70.28, 3.34, 1.41, -15.91, -0.26, -0.99, 0.03, -0.16, -1.02, 0.04, 
47861, -0.54, 2.29, 75.06, 3.58, 1.22, -15.61, -0.24, -1.00, 0.05, -0.16, -1.02, 0.04, 
47870, -1.24, 1.76, 79.79, 3.72, 0.98, -14.66, -0.22, -1.00, 0.04, -0.16, -1.02, 0.04, 
47878, -1.01, 1.44, 83.96, 3.80, 1.09, -13.92, -0.21, -1.01, 0.02, -0.17, -1.02, 0.04, 
47885, -0.51, 2.14, 87.88, 4.35, 1.16, -13.08, -0.19, -1.01, 0.03, -0.17, -1.02, 0.04, 
47893, -0.46, 2.84, 91.53, 4.19, 1.09, -11.80, -0.17, -1.01, 0.04, -0.18, -1.02, 0.04, 
47901, -0.45, 3.11, 94.47, 4.46, 1.15, -10.38, -0.16, -1.02, 0.04, -0.18, -1.02, 0.04, 
47908, -0.11, 5.71, 97.24, 4.30, 1.09, -9.08, -0.15, -1.03, 0.03, -0.18, -1.02, 0.04, 
47916, 0.44, 12.58, 99.50, 3.96, 1.26, -7.33, -0.13, -1.02, 0.03, -0.18, -1.02, 0.04, 
47923, 0.88, 21.06, 101.11, 4.10, 1.54, -5.73, -0.12, -1.02, 0.05, -0.19, -1.02, 0.04, 
47932, 1.86, 28.29, 102.66, 3.82, 1.71, -3.84, -0.08, -1.03, 0.05, -0.18, -1.02, 0.04, 
47939, 2.93, 31.10, 103.48, 3.45, 1.89, -2.17, -0.00, -1.02, 0.01, -0.18, -1.03, 0.03, 
47946, 2.76, 12.55, 103.44, 3.90, 2.67, -0.72, -0.03, -1.03, 0.02, -0.18, -1.02, 0.04, 
47955, 2.58, 2.90, 103.52, 3.90, 1.68, 1.91, -0.02, -1.03, 0.06, -0.19, -1.02, 0.05, 
47962, 3.19, -1.14, 103.13, 4.17, 1.45, 4.52, -0.01, -1.03, 0.07, -0.19, -1.02, 0.03, 
47969, 3.20, 2.54, 102.15, 4.33, 2.06, 6.34, -0.00, -1.04, 0.05, -0.19, -1.02, 0.04, 
47978, 3.76, 5.12, 101.19, 4.05, 2.63, 9.00, 0.02, -1.04, 0.03, -0.19, -1.03, 0.03, 
47984, 4.27, 4.64, 99.58, 2.73, 2.47, 11.59, 0.05, -1.02, 0.04, -0.19, -1.02, 0.03, 
47993, 4.52, 0.62, 97.77, 2.19, 2.83, 14.13, 0.04, -1.05, 0.04, -0.18, -1.02, 0.04, 
48000, 4.62, 2.02, 95.41, 2.48, 2.60, 16.64, 0.06, -1.03, 0.03, -0.19, -1.01, 0.05, 
48007, 4.76, 3.37, 92.85, 3.73, 3.18, 19.20, 0.07, -1.03, 0.03, -0.18, -1.02, 0.04, 
48015, 5.02, 4.14, 90.27, 3.96, 3.26, 21.92, 0.09, -1.03, 0.03, -0.18, -1.02, 0.04, 
48022, 5.36, 1.10, 87.41, 3.29, 3.18, 24.66, 0.09, -1.03, 0.04, -0.18, -1.02, 0.04, 
48029, 5.31, 0.87, 84.05, 2.48, 3.29, 27.30, 0.10, -1.03, 0.03, -0.17, -1.02, 0.04, 
48037, 5.08, 2.71, 80.52, 2.47, 3.81, 30.02, 0.11, -1.03, 0.03, -0.17, -1.02, 0.04, 
48044, 5.29, 4.18, 77.13, 2.74, 3.80, 32.80, 0.13, -1.04, 0.04, -0.18, -1.03, 0.04, 
48052, 5.49, 1.62, 73.22, 4.05, 3.38, 35.60, 0.12, -1.03, 0.02, -0.15, -1.04, -0.02, 
48060, 4.75, -0.58, 69.54, 3.91, 2.63, 38.06, 0.12, -1.03, 0.01, -0.16, -1.02, 0.02, 
48066, 4.87, -0.35, 65.35, 4.57, 2.95, 40.89, 0.13, -1.02, 0.01, -0.15, -1.02, 0.04, 
48075, 5.06, 0.60, 61.33, 4.36, 3.54, 42.99, 0.13, -1.04, 0.03, -0.15, -1.05, 0.00, 
48081, 4.95, 1.19, 57.33, 3.24, 3.47, 45.66, 0.13, -1.04, 0.02, -0.13, -1.03, 0.04, 
48090, 3.88, 0.74, 53.12, 3.68, 3.66, 48.00, 0.14, -1.05, 0.01, -0.13, -1.04, 0.03, 
48097, 3.64, 0.32, 49.13, 3.76, 3.40, 50.31, 0.13, -1.05, 0.02, -0.13, -1.03, 0.05, 
48104, 3.36, 0.20, 44.85, 5.23, 3.29, 52.54, 0.13, -1.05, 0.02, -0.13, -1.03, 0.03, 
48112, 2.87, 0.24, 40.78, 5.17, 3.40, 54.34, 0.13, -1.05, 0.01, -0.10, -1.03, 0.03, 
48120, 2.41, -0.78, 36.93, 4.56, 3.06, 56.60, 0.13, -1.05, 0.02, -0.10, -1.02, 0.06, 
48126, 2.04, -4.31, 32.85, 4.87, 3.54, 58.28, 0.12, -1.05, 0.02, -0.09, -1.03, 0.04, 
48135, 1.76, -6.79, 29.16, 4.73, 3.59, 60.02, 0.11, -1.05, 0.03, -0.08, -1.02, 0.01, 
48141, 1.59, -4.94, 25.49, 5.11, 2.87, 61.41, 0.10, -1.05, 0.04, -0.08, -1.01, 0.07, 
48150, 1.09, -2.65, 22.34, 5.95, 3.82, 62.94, 0.09, -1.05, 0.03, -0.07, -1.02, 0.04, 
48157, 0.84, -1.65, 19.08, 5.40, 3.57, 64.21, 0.09, -1.05, 0.03, -0.06, -1.02, 0.03, 
48164, 1.05, -2.42, 16.16, 5.19, 4.05, 65.08, 0.09, -1.06, 0.03, -0.04, -1.01, 0.04, 
48173, 0.64, -5.60, 13.28, 5.45, 4.00, 65.81, 0.07, -1.06, 0.04, -0.03, -1.02, 0.03, 
48180, 0.98, -6.84, 10.31, 4.73, 3.41, 66.69, 0.04, -1.07, 0.04, -0.02, -1.02, 0.05, 
48187, 0.94, -3.18, 8.21, 5.60, 3.19, 67.27, 0.05, -1.07, 0.04, -0.03, -1.02, 0.04, 
48195, 0.55, -3.01, 6.07, 5.79, 3.97, 67.42, 0.04, -1.07, 0.04, 0.00, -1.02, 0.03, 
48202, 1.27, -6.30, 2.41, 5.43, 4.21, 67.51, 0.03, -1.07, 0.05, 0.01, -1.02, 0.02, 
48210, 0.84, -11.38, 3.19, 4.23, 3.43, 67.37, 0.02, -1.07, 0.05, 0.01, -1.02, 0.04, 
48217, 0.74, -14.41, 1.98, 5.26, 2.65, 67.21, -0.01, -1.08, 0.05, 0.03, -1.02, 0.02, 
48224, 1.07, -9.35, 0.88, 4.68, 4.28, 66.85, -0.07, -1.08, 0.00, 0.06, -1.03, 0.03, 
48232, 1.67, 5.29, 0.50, 4.84, 3.81, 66.12, 0.00, -1.08, 0.04, 0.05, -1.04, 0.03, 
48239, 2.10, 0.75, 0.25, 3.58, 5.62, 64.80, -0.06, -1.09, 0.03, 0.07, -1.04, 0.02, 
48247, 0.52, 2.33, 0.32, 3.80, 2.84, 64.14, -0.02, -1.07, 0.04, 0.07, -1.04, 0.03, 
48254, 1.81, -4.71, 0.33, 3.52, 3.61, 63.01, -0.07, -1.07, 0.03, 0.09, -1.03, 0.04, 
48261, 1.37, 1.45, 0.93, 3.68, 3.08, 61.50, -0.07, -1.06, 0.05, 0.08, -1.02, 0.05, 
48269, 0.91, -0.02, 1.79, 4.37, 4.30, 59.81, -0.10, -1.05, 0.02, 0.09, -1.02, 0.03, 
48277, 1.22, 3.86, 2.93, 4.08, 3.20, 58.09, -0.07, -1.04, 0.04, 0.10, -1.00, 0.12, 
48283, 1.40, -3.77, 4.12, 5.01, 4.28, 56.22, -0.12, -1.04, 0.02, 0.13, -1.01, 0.03, 
48292, 0.42, 0.95, 5.66, 2.84, 3.02, 54.57, -0.10, -1.03, 0.02, 0.12, -1.00, 0.04, 
48298, 0.85, -0.32, 7.27, 4.93, 3.33, 52.02, -0.13, -1.02, 0.02, 0.12, -1.00, 0.04, 
48306, 0.12, 2.61, 9.32, 4.50, 3.25, 49.95, -0.11, -1.02, 0.03, 0.14, -1.00, 0.04, 
48314, -0.25, -1.00, 10.89, 4.53, 3.06, 47.47, -0.13, -1.03, 0.02, 0.15, -1.01, 0.04, 
48321, -0.30, -0.25, 13.65, 4.12, 2.59, 45.02, -0.15, -1.02, 0.02, 0.15, -1.01, 0.04, 
48329, -0.64, 0.11, 15.78, 4.04, 3.52, 42.23, -0.14, -1.03, 0.03, 0.15, -1.02, 0.05, 
48336, -1.15, 0.43, 18.34, 4.16, 3.68, 39.34, -0.14, -1.02, 0.02, 0.16, -1.02, 0.02, 
48344, -1.39, -0.81, 20.59, 4.28, 3.07, 36.25, -0.15, -1.02, 0.01, 0.17, -1.02, 0.03, 
48352, -1.25, -0.62, 23.31, 4.37, 2.25, 33.37, -0.15, -1.02, 0.03, 0.17, -1.02, 0.04, 
48359, -1.14, -0.98, 26.03, 4.25, 2.45, 29.85, -0.16, -1.02, 0.03, 0.17, -1.02, 0.03, 
48367, -1.45, 1.08, 28.41, 4.32, 2.71, 26.75, -0.14, -1.01, 0.03, 0.18, -1.01, 0.03, 
48375, -1.50, 0.13, 31.24, 4.16, 2.29, 23.55, -0.15, -1.01, 0.02, 0.18, -1.01, 0.03, 
48381, -1.68, 0.38, 33.92, 3.84, 2.12, 20.70, -0.15, -1.01, 0.04, 0.18, -1.01, 0.03, 
48390, -1.37, -0.08, 36.37, 3.84, 2.39, 17.33, -0.15, -1.01, 0.04, 0.18, -1.01, 0.03, 
48396, -1.58, 1.34, 38.54, 3.58, 2.44, 14.15, -0.13, -1.01, 0.04, 0.18, -1.01, 0.03, 
48405, -1.11, 1.15, 41.44, 3.55, 2.22, 10.89, -0.13, -1.00, 0.03, 0.19, -1.01, 0.03, 
48413, -1.24, 0.79, 43.61, 3.40, 1.82, 7.95, -0.12, -1.00, 0.04, 0.18, -1.00, 0.04, 
48419, -1.03, -0.23, 45.56, 3.00, 1.86, 4.80, -0.12, -1.00, 0.03, 0.18, -1.00, 0.03, 
48428, -0.91, 0.71, 47.33, 3.24, 1.98, 1.68, -0.11, -1.00, 0.03, 0.18, -1.00, 0.04, 
48435, -0.52, 1.93, 49.00, 2.86, 2.00, -1.30, -0.10, -1.00, 0.03, 0.18, -1.00, 0.04, 
48442, -0.29, 2.83, 50.44, 2.97, 1.52, -4.34, -0.09, -1.00, 0.05, 0.18, -1.00, 0.02, 
